"1","86","55.242441860465114","54.0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","52","8","372","0","44","8","8","158","0","190","974","184","234","0","30","0","6","0","1938","4","0","252","2","360","546","2","702","0","828","30","1126","344","0","742","2","208","520","4","960","0","226","68","206","178","0","308","6","66","290","6","522","0","4","40","0","0","0","0","0","0","998","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","020-sati.mid"
"28","86","52.47778172769286","52.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","32","0","65","0","291","10","33","223","0","105","6","519","20","10","16","0","9","9","28","16","0","18","8","10","14","8","127","0","103","75","72","123","0","202","14","30","88","56","135","16","51","14","35","71","0","75","0","10","13","12","22","9","4","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","20th_century_fox.mid"
"36","94","69.666","72.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","14","0","24","0","44","32","0","14","0","16","12","0","18","0","10","0","16","10","30","8","12","38","24","20","22","18","32","42","36","54","20","42","46","46","34","16","22","24","32","10","18","22","4","26","8","18","10","14","24","6","6","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","435question.mid"
"24","100","66.31589958158996","67.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","2","16","11","0","17","3","28","6","7","13","0","19","8","27","21","1","27","3","40","9","11","18","1","18","8","37","32","2","72","8","59","19","35","80","17","72","48","73","97","4","108","34","94","55","54","91","16","90","27","90","81","9","76","21","66","38","43","68","7","75","13","36","45","4","44","6","32","22","7","13","10","19","6","4","7","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","57_1a_(c)bachovich.mid"
"36","100","63.98025178968156","64.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","16","98","83","25","71","28","96","36","30","10","104","50","19","131","109","66","46","30","126","130","65","66","132","53","27","137","192","94","108","50","126","73","76","93","106","92","53","113","123","100","75","51","102","83","77","50","63","57","33","75","38","53","36","9","10","23","6","5","6","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","73_3_(c)bachovich.mid"
"26","88","50.59086956521739","46.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","97","0","0","33","8","18","4","219","8","54","46","5","170","7","393","26","5","19","30","14","0","12","35","0","61","71","5","61","21","28","12","141","7","66","62","1","117","9","17","51","71","30","3","57","4","44","64","1","45","2","11","17","7","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","7thst.mid"
"25","92","65.65082644628099","68.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","2","2","2","4","20","8","8","10","16","26","6","10","6","18","12","4","26","12","14","16","24","42","20","24","28","52","40","36","50","40","50","54","58","72","76","86","102","144","116","110","138","110","114","130","138","138","98","86","74","90","62","54","66","36","20","10","24","24","10","10","10","8","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","87-15b.mid"
"28","86","45.37746573052491","46.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","427","39","63","84","15","48","92","52","610","7","335","6","675","66","67","82","10","66","896","343","65","86","112","16","198","266","140","158","32","113","96","232","5","28","62","0","126","2","13","45","0","38","14","34","14","16","15","7","13","9","5","12","1","6","6","9","2","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","99_ways_to_die.mid"
"36","76","49.16928515318146","51.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1152","0","0","104","872","564","0","0","778","0","804","0","658","142","2","1768","2","722","2","190","356","96","540","2","232","38","52","530","0","274","0","214","40","8","0","0","10","0","8","0","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","A-D-D.mid"
"34","82","50.80888345558272","44.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","1462","0","546","1078","0","1696","0","0","836","0","548","0","16","0","0","152","0","240","0","54","168","0","86","0","32","0","0","192","0","320","0","86","256","0","134","0","280","0","48","232","0","1098","0","64","128","0","56","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","ACKER-GS.mid"
